--------- beginning of /dev/log/system
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** No Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -43 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -43
D/wpa_supplicant( 1967): buf SSAT2 rssi -43
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -42 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -42
D/wpa_supplicant( 1967): buf SSAT2 rssi -42
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -42 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -42
D/wpa_supplicant( 1967): buf SSAT2 rssi -42
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -43 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -43
D/wpa_supplicant( 1967): buf SSAT2 rssi -43
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -43 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -43
D/wpa_supplicant( 1967): buf SSAT2 rssi -43
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -42 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -42
D/wpa_supplicant( 1967): buf SSAT2 rssi -42
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
W/StatusBarPolicy( 1835): Hardbg: action: android.intent.action.BATTERY_CHANGED
W/StatusBarPolicy( 1835): Hardbg: g_BatCap: 5620
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** No Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** No Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -44 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -44
D/wpa_supplicant( 1967): buf SSAT2 rssi -44
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -47 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -47
D/wpa_supplicant( 1967): buf SSAT2 rssi -47
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
I/Sensors ( 1754): **** Motion ****
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -46 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -46
D/wpa_supplicant( 1967): buf SSAT2 rssi -46
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
D/wpa_supplicant( 1967): wpa_driver_tista_get_rssi data -45 beacon -45 success
D/wpa_supplicant( 1967): rssi_data -45 rssi_beacon -45
D/wpa_supplicant( 1967): buf SSAT2 rssi -45
D/wpa_supplicant( 1967): CMD: DRIVER LINKSPEED
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd LINKSPEED
D/wpa_supplicant( 1967): Link Speed command
D/wpa_supplicant( 1967): buf LinkSpeed 65
D/wpa_supplicant( 1967): CMD: DRIVER RSSI
D/wpa_supplicant( 1967): wpa_driver_tista_driver_cmd RSSI
D/wpa_supplicant( 1967): rssi command
D/wpa_supplicant( 1967): wpa_driver_tista_private_send ioctl_cmd = 810a24  res = 0
